FID,OBJECTID,fclass,name,主支流,语义一,上游河,Length,ID,起点X,起点y,终点x,终点y,下游起点X,下游起点Y,下游终点Y,下游终点X
61,62,3,文江溪,-1.000000000000000,0.000000000000000,2.000000000000000,17822.768000000000000,61.000000000000000,117.9339981,25.9927998,118.0429993,25.9403000,118.0429993,25.9403000,26.0538998,118.1419983
62,63,2,罗口溪,1.000000000000000,1.000000000000000,2.000000000000000,22523.241999999998000,62.000000000000000,116.7740021,25.8325996,116.8420029,25.9946003,116.8420029,25.9946003,26.0058994,116.9420013
63,64,3,文江溪,1.000000000000000,1.000000000000000,2.000000000000000,2785.003000000000200,63.000000000000000,117.8519974,25.9988003,117.8700027,25.9866009,117.8700027,25.9866009,25.9927998,117.9339981
64,65,3,罗口溪2,-1.000000000000000,0.000000000000000,2.000000000000000,19182.866000000002000,64.000000000000000,116.7259979,25.9615002,116.8420029,25.9946003,116.8420029,25.9946003,26.0058994,116.9420013
65,66,3,罗口溪1,-1.000000000000000,0.000000000000000,0.000000000000000,11152.424000000001000,65.000000000000000,116.9029999,25.9508991,116.9420013,26.0058994,116.9420013,26.0058994,26.0321007,116.9580002
66,67,3,文江溪,1.000000000000000,1.000000000000000,2.000000000000000,14199.976000000001000,66.000000000000000,117.8700027,25.9866009,117.9339981,25.9927998,117.9339981,25.9927998,25.9403000,118.0429993
67,68,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,12111.234000000000000,67.000000000000000,117.3119965,25.9757996,117.3899994,26.0186996,117.3899994,26.0186996,26.0825005,117.4380035
68,69,2,罗口溪,1.000000000000000,1.000000000000000,2.000000000000000,14463.772000000001000,68.000000000000000,116.8420029,25.9946003,116.9420013,26.0058994,116.9420013,26.0058994,26.0321007,116.9580002
69,70,3,文江溪,1.000000000000000,1.000000000000000,2.000000000000000,7640.546000000000300,69.000000000000000,117.8219986,26.0261002,117.8519974,25.9988003,117.8519974,25.9988003,25.9866009,117.8700027
70,71,2,罗口溪,-1.000000000000000,0.000000000000000,2.000000000000000,4316.850999999999700,70.000000000000000,116.9420013,26.0058994,116.9580002,26.0321007,116.9580002,26.0321007,25.9902000,117.0500031
71,72,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,11630.129000000001000,71.000000000000000,116.9580002,26.0321007,117.0500031,25.9902000,117.0500031,25.9902000,26.0508003,117.0879974
72,73,3,罗口溪2,1.000000000000000,1.000000000000000,0.000000000000000,35330.796000000002000,72.000000000000000,116.5569992,26.0405998,116.7259979,25.9615002,116.7259979,25.9615002,25.9946003,116.8420029
73,74,1,九龙溪,1.000000000000000,1.000000000000000,0.000000000000000,13464.144000000000000,73.000000000000000,117.0500031,25.9902000,117.0879974,26.0508003,117.0879974,26.0508003,25.9757996,117.3119965
74,75,2,尤溪,1.000000000000000,1.000000000000000,2.000000000000000,23847.579000000002000,74.000000000000000,118.0429993,25.9403000,118.1419983,26.0538998,118.1419983,26.0538998,26.1807003,118.1940002
75,76,3,尤溪4,-1.000000000000000,0.000000000000000,0.000000000000000,28139.700000000001000,75.000000000000000,118.3040009,26.0025997,118.1419983,26.0538998,118.1419983,26.0538998,26.1807003,118.1940002
76,77,4,文江溪1,-1.000000000000000,0.000000000000000,0.000000000000000,14856.732000000000000,76.000000000000000,117.9560013,26.0648003,117.9339981,25.9927998,117.9339981,25.9927998,25.9403000,118.0429993
77,78,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,11912.344999999999000,77.000000000000000,117.3899994,26.0186996,117.4380035,26.0825005,117.4380035,26.0825005,26.1795006,117.5179977
78,79,2,梅溪,1.000000000000000,1.000000000000000,0.000000000000000,20890.127000000000000,78.000000000000000,118.7480011,25.9638996,118.7669983,26.1067009,118.7669983,26.1067009,26.1250992,118.7389984
79,80,2,沙溪5,-1.000000000000000,0.000000000000000,0.000000000000000,24089.075000000001000,79.000000000000000,117.2799988,26.1067009,117.3899994,26.0186996,117.3899994,26.0186996,26.0825005,117.4380035
80,81,4,文江溪3,-1.000000000000000,0.000000000000000,0.000000000000000,21592.914000000001000,80.000000000000000,117.8730011,26.1089001,117.8700027,25.9866009,117.8700027,25.9866009,25.9927998,117.9339981
81,82,3,文定溪,-1.000000000000000,0.000000000000000,0.000000000000000,15979.825999999999000,81.000000000000000,118.8759995,26.0741005,118.7669983,26.1067009,118.7669983,26.1067009,26.1250992,118.7389984
82,83,4,文江溪4,-1.000000000000000,0.000000000000000,0.000000000000000,13744.402000000000000,82.000000000000000,117.8030014,26.1126003,117.8219986,26.0261002,117.8219986,26.0261002,25.9988003,117.8519974
83,84,2,梅溪,1.000000000000000,1.000000000000000,2.000000000000000,3882.569000000000000,83.000000000000000,118.7669983,26.1067009,118.7389984,26.1250992,118.7389984,26.1250992,26.1812992,118.7929993
84,85,3,芝溪,-1.000000000000000,0.000000000000000,0.000000000000000,22127.191999999999000,84.000000000000000,118.6139984,26.0468998,118.7389984,26.1250992,118.7389984,26.1250992,26.1812992,118.7929993
85,86,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,23858.440999999999000,85.000000000000000,116.8850021,26.1450996,116.9580002,26.0321007,116.9580002,26.0321007,25.9902000,117.0500031
86,87,2,罗口溪,-1.000000000000000,0.000000000000000,0.000000000000000,16999.071000000000000,86.000000000000000,117.0889969,26.1539001,117.0879974,26.0508003,117.0879974,26.0508003,25.9757996,117.3119965
87,88,2,莘口溪,-1.000000000000000,0.000000000000000,0.000000000000000,11572.264999999999000,87.000000000000000,117.5660019,26.1184006,117.5410004,26.1658001,117.5410004,26.1658001,27.5466995,117.4489975
88,89,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,17717.294000000002000,88.000000000000000,117.4380035,26.0825005,117.5179977,26.1795006,117.5179977,26.1795006,26.1658001,117.5410004
89,90,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,2868.155000000000200,89.000000000000000,117.5179977,26.1795006,117.5410004,26.1658001,117.5410004,26.1658001,27.5466995,117.4489975
90,91,2,尤溪,1.000000000000000,1.000000000000000,2.000000000000000,22005.436000000002000,90.000000000000000,118.1419983,26.0538998,118.1940002,26.1807003,118.1940002,26.1807003,26.2849007,118.2699966
91,92,2,梅溪,1.000000000000000,1.000000000000000,2.000000000000000,12185.152000000000000,91.000000000000000,118.7389984,26.1250992,118.7929993,26.1812992,118.7929993,26.1812992,26.1910000,118.8290024
92,93,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,14175.339000000000000,92.000000000000000,116.7969971,26.1846008,116.8850021,26.1450996,116.8850021,26.1450996,26.0321007,116.9580002
93,94,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,2616.886000000000000,93.000000000000000,116.7760010,26.1882992,116.7969971,26.1846008,116.7969971,26.1846008,26.1450996,116.8850021
94,95,3,昙溪,-1.000000000000000,0.000000000000000,0.000000000000000,10275.941999999999000,94.000000000000000,118.8509979,26.1238995,118.8290024,26.1910000,118.8290024,26.1910000,26.2134991,118.8809967
95,96,2,梅溪,1.000000000000000,1.000000000000000,2.000000000000000,4793.016999999999800,95.000000000000000,118.7929993,26.1812992,118.8290024,26.1910000,118.8290024,26.1910000,26.2134991,118.8809967
96,97,2,穆源溪,-1.000000000000000,0.000000000000000,0.000000000000000,26409.152999999998000,96.000000000000000,118.8799973,26.0568008,118.9960022,26.1975002,118.9960022,26.1975002,26.2010994,119.0660019
97,98,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,36519.243000000002000,97.000000000000000,119.0660019,26.2010994,119.2829971,25.9831009,119.2829971,25.9831009,25.9619007,119.3889999
98,99,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,8135.165000000000000,98.000000000000000,118.9960022,26.1975002,119.0660019,26.2010994,119.0660019,26.2010994,25.9831009,119.2829971
99,100,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,7917.341000000000300,99.000000000000000,117.5410004,26.1658001,117.5820007,26.2166004,117.5820007,26.2166004,26.2304993,117.5910034
100,101,3,三七零溪,-1.000000000000000,0.000000000000000,0.000000000000000,6795.417999999999700,100.000000000000000,118.7720032,26.2241001,118.7929993,26.1812992,118.7929993,26.1812992,26.1910000,118.8290024
101,102,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,9117.266999999999800,101.000000000000000,118.9199982,26.2268009,118.9960022,26.1975002,118.9960022,26.1975002,26.2010994,119.0660019
102,103,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,5479.573000000000300,102.000000000000000,118.8809967,26.2134991,118.9199982,26.2268009,118.9199982,26.2268009,26.1975002,118.9960022
103,104,2,梅溪,-1.000000000000000,0.000000000000000,2.000000000000000,9511.509000000000000,103.000000000000000,118.8290024,26.1910000,118.8809967,26.2134991,118.8809967,26.2134991,26.2268009,118.9199982
104,105,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,1999.742000000000000,104.000000000000000,117.5820007,26.2166004,117.5910034,26.2304993,117.5910034,26.2304993,26.4036007,117.8000031
105,106,2,东牙溪,-1.000000000000000,0.000000000000000,0.000000000000000,19922.402999999998000,105.000000000000000,117.6859970,26.1707001,117.5910034,26.2304993,117.5910034,26.2304993,26.4036007,117.8000031
106,107,2,九龙溪6,-1.000000000000000,0.000000000000000,0.000000000000000,7797.931999999999800,106.000000000000000,116.7880020,26.2373009,116.7760010,26.1882992,116.7760010,26.1882992,26.1846008,116.7969971
107,108,3,青印溪,1.000000000000000,1.000000000000000,0.000000000000000,26932.175999999999000,107.000000000000000,117.8880005,26.2071991,118.0179977,26.2416992,118.0179977,26.2416992,26.2000008,118.1139984
108,109,2,九龙溪7,-1.000000000000000,0.000000000000000,0.000000000000000,15854.444000000000000,108.000000000000000,116.5090027,26.1543007,116.4820023,26.2467003,116.4820023,26.2467003,26.2579002,116.6660004
109,110,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,22979.631000000001000,109.000000000000000,116.6660004,26.2579002,116.7760010,26.1882992,116.7760010,26.1882992,26.1846008,116.7969971
110,111,2,九龙溪5,-1.000000000000000,0.000000000000000,0.000000000000000,12802.007000000000000,110.000000000000000,116.8310013,26.2628002,116.7969971,26.1846008,116.7969971,26.1846008,26.1450996,116.8850021
111,112,2,鹰夏溪,-1.000000000000000,0.000000000000000,0.000000000000000,11785.938000000000000,111.000000000000000,117.5329971,26.2663994,117.5820007,26.2166004,117.5820007,26.2166004,26.2304993,117.5910034
112,113,4,青印溪1,-1.000000000000000,0.000000000000000,0.000000000000000,7449.725000000000400,112.000000000000000,118.0179977,26.2754002,118.0179977,26.2416992,118.0179977,26.2416992,26.2000008,118.1139984
113,114,2,嵩溪溪,-1.000000000000000,0.000000000000000,0.000000000000000,25433.482000000000000,113.000000000000000,116.9489975,26.2789993,116.8850021,26.1450996,116.8850021,26.1450996,26.0321007,116.9580002
114,115,1,九龙溪,1.000000000000000,1.000000000000000,2.000000000000000,26680.950000000001000,114.000000000000000,116.4820023,26.2467003,116.6660004,26.2579002,116.6660004,26.2579002,26.1882992,116.7760010
115,116,2,尤溪,1.000000000000000,1.000000000000000,2.000000000000000,22465.776999999998000,115.000000000000000,118.1940002,26.1807003,118.2699966,26.2849007,118.2699966,26.2849007,26.2893009,118.3430023
116,117,2,尚格溪,-1.000000000000000,0.000000000000000,0.000000000000000,10122.879999999999000,116.000000000000000,118.9430008,26.2875996,118.9199982,26.2268009,118.9199982,26.2268009,26.1975002,118.9960022
117,118,3,尤溪2,-1.000000000000000,0.000000000000000,0.000000000000000,7851.216999999999600,117.000000000000000,118.3629990,26.2493992,118.3430023,26.2893009,118.3430023,26.2893009,26.3712997,118.3880005
118,119,2,尤溪,1.000000000000000,1.000000000000000,2.000000000000000,11279.704000000000000,118.000000000000000,118.2699966,26.2849007,118.3430023,26.2893009,118.3430023,26.2893009,26.3712997,118.3880005
119,120,1,九龙溪,1.000000000000000,1.000000000000000,0.000000000000000,19324.841000000000000,119.000000000000000,116.4479980,26.3078003,116.4820023,26.2467003,116.4820023,26.2467003,26.2579002,116.6660004
120,121,2,峰福溪,-1.000000000000000,0.000000000000000,0.000000000000000,17096.579000000002000,120.000000000000000,119.0920029,26.3080006,119.0660019,26.2010994,119.0660019,26.2010994,25.9831009,119.2829971
121,122,2,水茜溪,-1.000000000000000,0.000000000000000,2.000000000000000,10500.366000000000000,121.000000000000000,116.6979980,26.3141003,116.6660004,26.2579002,116.6660004,26.2579002,26.1882992,116.7760010
122,123,2,黄沙溪,-1.000000000000000,0.000000000000000,2.000000000000000,37426.699000000001000,122.000000000000000,117.4000015,26.3342991,117.5179977,26.1795006,117.5179977,26.1795006,26.1658001,117.5410004
123,124,2,水茜溪,1.000000000000000,1.000000000000000,2.000000000000000,7068.533000000000400,123.000000000000000,116.7340012,26.3339005,116.6979980,26.3141003,116.6979980,26.3141003,26.2579002,116.6660004
124,125,3,豆土溪1,1.000000000000000,1.000000000000000,0.000000000000000,17763.305000000000000,124.000000000000000,117.8889999,26.2560005,117.8629990,26.3374996,117.8629990,26.3374996,26.3458004,117.8330002
125,126,4,豆土溪2,-1.000000000000000,0.000000000000000,0.000000000000000,3187.842999999999800,125.000000000000000,117.8880005,26.3358994,117.8629990,26.3374996,117.8629990,26.3374996,26.3458004,117.8330002
126,127,2,黄沙溪,1.000000000000000,1.000000000000000,0.000000000000000,7261.661000000000100,126.000000000000000,117.3440018,26.3353996,117.4000015,26.3342991,117.4000015,26.3342991,26.1795006,117.5179977
127,128,2,豆土溪,1.000000000000000,1.000000000000000,0.000000000000000,21417.468000000001000,127.000000000000000,117.8040009,26.2031002,117.8330002,26.3458004,117.8330002,26.3458004,26.3957005,117.8150024
128,129,3,豆土溪1,-1.000000000000000,0.000000000000000,2.000000000000000,5358.649999999999600,128.000000000000000,117.8629990,26.3374996,117.8330002,26.3458004,117.8330002,26.3458004,26.3957005,117.8150024
129,130,3,水茜溪1,-1.000000000000000,0.000000000000000,0.000000000000000,17942.052000000000000,129.000000000000000,116.8560028,26.3581009,116.7340012,26.3339005,116.7340012,26.3339005,26.3141003,116.6979980
130,131,2,尤溪,1.000000000000000,1.000000000000000,2.000000000000000,13314.740000000000000,130.000000000000000,118.3430023,26.2893009,118.3880005,26.3712997,118.3880005,26.3712997,26.4050999,118.4469986
131,132,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,26963.271000000001000,131.000000000000000,118.7259979,26.3722992,118.8809967,26.2134991,118.8809967,26.2134991,26.2268009,118.9199982
132,133,3,尤溪3,-1.000000000000000,0.000000000000000,0.000000000000000,14978.933999999999000,132.000000000000000,118.2220001,26.3782005,118.2699966,26.2849007,118.2699966,26.2849007,26.2893009,118.3430023
133,134,2,沙溪3,-1.000000000000000,1.000000000000000,0.000000000000000,13259.482000000000000,133.000000000000000,117.9329987,26.3537006,117.8379974,26.3876991,117.8379974,26.3876991,26.5016003,117.9700012
134,135,3,黄沙溪1,-1.000000000000000,0.000000000000000,0.000000000000000,11762.316000000001000,134.000000000000000,117.4110031,26.3950005,117.4000015,26.3342991,117.4000015,26.3342991,26.1795006,117.5179977
135,136,2,豆土溪,-1.000000000000000,0.000000000000000,2.000000000000000,9047.961999999999500,135.000000000000000,117.8330002,26.3458004,117.8150024,26.3957005,117.8150024,26.3957005,26.3876991,117.8379974
136,137,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,3006.790000000000000,136.000000000000000,117.8150024,26.3957005,117.8379974,26.3876991,117.8379974,26.3876991,26.5016003,117.9700012
137,138,3,半溪,-1.000000000000000,0.000000000000000,0.000000000000000,12368.282999999999000,137.000000000000000,116.6740036,26.3959007,116.6979980,26.3141003,116.6979980,26.3141003,26.2579002,116.6660004
138,139,3,尤溪1,-1.000000000000000,0.000000000000000,0.000000000000000,12772.253000000001000,138.000000000000000,118.3030014,26.3999004,118.3880005,26.3712997,118.3880005,26.3712997,26.4050999,118.4469986
139,140,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,32544.942999999999000,139.000000000000000,117.5910034,26.2304993,117.8000031,26.4036007,117.8000031,26.4036007,26.3957005,117.8150024
140,141,2,尤溪,-1.000000000000000,0.000000000000000,2.000000000000000,10574.361000000001000,140.000000000000000,118.3880005,26.3712997,118.4469986,26.4050999,118.4469986,26.4050999,26.4188004,118.6589966
141,142,2,水茜溪,1.000000000000000,1.000000000000000,2.000000000000000,16734.097000000002000,141.000000000000000,116.7429962,26.4087009,116.7340012,26.3339005,116.7340012,26.3339005,26.3141003,116.6979980
142,143,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,2855.194000000000000,142.000000000000000,117.8000031,26.4036007,117.8150024,26.3957005,117.8150024,26.3957005,26.3876991,117.8379974
143,144,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,23298.606000000000000,143.000000000000000,118.4469986,26.4050999,118.6589966,26.4188004,118.6589966,26.4188004,26.3722992,118.7259979
144,145,3,水茜溪2,-1.000000000000000,0.000000000000000,0.000000000000000,12192.277000000000000,144.000000000000000,116.8219986,26.4486008,116.7429962,26.4087009,116.7429962,26.4087009,26.3339005,116.7340012
145,146,2,古田溪,-1.000000000000000,0.000000000000000,2.000000000000000,14368.876000000000000,145.000000000000000,118.7649994,26.4652996,118.7259979,26.3722992,118.7259979,26.3722992,27.5079994,118.7340012
146,147,4,古田溪2,-1.000000000000000,0.000000000000000,0.000000000000000,5510.350000000000400,146.000000000000000,118.8410034,26.4657993,118.8030014,26.4808998,118.8030014,26.4808998,26.4652996,118.7649994
147,148,3,古田溪1,-1.000000000000000,0.000000000000000,2.000000000000000,7765.791000000000200,147.000000000000000,118.8030014,26.4808998,118.7649994,26.4652996,118.7649994,26.4652996,26.3722992,118.7259979
148,149,2,洋天溪,-1.000000000000000,0.000000000000000,0.000000000000000,13998.637000000001000,148.000000000000000,118.6709976,26.5112000,118.6589966,26.4188004,118.6589966,26.4188004,26.3722992,118.7259979
149,150,3,古田溪1,1.000000000000000,1.000000000000000,0.000000000000000,7710.510000000000200,149.000000000000000,118.8440018,26.5088005,118.8030014,26.4808998,118.8030014,26.4808998,26.4652996,118.7649994
150,151,2,东溪,-1.000000000000000,0.000000000000000,2.000000000000000,18747.369999999999000,150.000000000000000,117.7669983,26.5205994,117.8000031,26.4036007,117.8000031,26.4036007,26.3957005,117.8150024
151,152,4,金溪6,1.000000000000000,1.000000000000000,0.000000000000000,21717.883000000002000,151.000000000000000,117.0609970,26.4281998,117.0410004,26.5372009,117.0410004,26.5372009,26.6028004,117.0849991
152,153,5,金溪7,-1.000000000000000,0.000000000000000,0.000000000000000,7470.505000000000100,152.000000000000000,117.0169983,26.5102997,117.0410004,26.5372009,117.0410004,26.5372009,26.6028004,117.0849991
153,154,4,金溪6,1.000000000000000,1.000000000000000,2.000000000000000,1941.710000000000000,153.000000000000000,117.0410004,26.5372009,117.0410004,26.5478001,117.0410004,26.5478001,26.6028004,117.0849991
154,155,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,27511.715000000000000,154.000000000000000,118.3130035,26.5611992,118.4469986,26.4050999,118.4469986,26.4050999,26.4188004,118.6589966
155,156,3,金溪,1.000000000000000,1.000000000000000,0.000000000000000,12179.215000000000000,155.000000000000000,116.6389999,26.5172997,116.6800003,26.5751991,116.6800003,26.5751991,26.7611008,116.8099976
156,157,3,东溪1,-1.000000000000000,1.000000000000000,0.000000000000000,25971.723999999998000,156.000000000000000,117.6169968,26.5683002,117.7669983,26.5205994,117.7669983,26.5205994,26.4036007,117.8000031
157,158,1,沙溪,1.000000000000000,0.000000000000000,2.000000000000000,13577.021000000001000,157.000000000000000,117.9700012,26.5016003,118.0329971,26.5781002,118.0329971,26.5781002,27.8707008,117.9690018
158,159,4,金溪2,1.000000000000000,1.000000000000000,0.000000000000000,7325.210000000000000,158.000000000000000,117.4599991,26.5349998,117.4499969,26.5807991,117.4499969,26.5807991,26.6250000,117.4209976
159,160,5,金溪7,-1.000000000000000,0.000000000000000,0.000000000000000,30200.230000000000000,159.000000000000000,116.8919983,26.5806999,117.0410004,26.5478001,117.0410004,26.5478001,26.6028004,117.0849991
160,161,5,金溪3,-1.000000000000000,0.000000000000000,0.000000000000000,3785.592999999999800,160.000000000000000,117.4779968,26.5764008,117.4499969,26.5807991,117.4499969,26.5807991,26.6250000,117.4209976
161,162,4,安远溪,-1.000000000000000,0.000000000000000,2.000000000000000,1569.673000000000000,161.000000000000000,116.6709976,26.5816994,116.6800003,26.5751991,116.6800003,26.5751991,26.7611008,116.8099976
162,163,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,9177.416999999999500,162.000000000000000,118.0329971,26.5781002,118.1119995,26.5778008,118.1119995,26.5778008,26.6380997,118.1790009
163,164,4,金溪6,1.000000000000000,1.000000000000000,2.000000000000000,11546.513999999999000,163.000000000000000,117.0410004,26.5478001,117.0849991,26.6028004,117.0849991,26.6028004,26.7070999,117.1110001
164,165,5,金溪7,-1.000000000000000,0.000000000000000,0.000000000000000,28441.162000000000000,164.000000000000000,117.1600037,26.4605007,117.0849991,26.6028004,117.0849991,26.6028004,26.7070999,117.1110001
165,166,5,安远溪1,-1.000000000000000,0.000000000000000,0.000000000000000,6760.225000000000400,165.000000000000000,116.6419983,26.6156006,116.6709976,26.5816994,116.6709976,26.5816994,26.5751991,116.6800003
166,167,4,安远溪,1.000000000000000,1.000000000000000,0.000000000000000,14887.788000000000000,166.000000000000000,116.5849991,26.6187000,116.6709976,26.5816994,116.6709976,26.5816994,26.5751991,116.6800003
167,168,4,古田溪5,-1.000000000000000,0.000000000000000,0.000000000000000,14047.442999999999000,167.000000000000000,118.9329987,26.5615997,118.8759995,26.6221008,118.8759995,26.6221008,26.6110001,118.8099976
168,169,4,金溪2,1.000000000000000,1.000000000000000,2.000000000000000,8374.343000000000800,168.000000000000000,117.4499969,26.5807991,117.4209976,26.6250000,117.4209976,26.6250000,26.6462994,117.4179993
169,170,3,古田溪4,-1.000000000000000,0.000000000000000,2.000000000000000,11014.160000000000000,169.000000000000000,118.8759995,26.6221008,118.8099976,26.6110001,118.8099976,26.6110001,26.4652996,118.7649994
170,171,2,东溪,1.000000000000000,1.000000000000000,0.000000000000000,16446.287000000000000,170.000000000000000,117.8059998,26.6273994,117.7669983,26.5205994,117.7669983,26.5205994,26.4036007,117.8000031
171,172,5,金溪3,-1.000000000000000,0.000000000000000,0.000000000000000,10275.796000000000000,171.000000000000000,117.3919983,26.5893002,117.4209976,26.6250000,117.4209976,26.6250000,26.6462994,117.4179993
172,173,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,9805.707000000000300,172.000000000000000,118.1119995,26.5778008,118.1790009,26.6380997,118.1790009,26.6380997,26.5611992,118.3130035
173,174,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,16392.462000000000000,173.000000000000000,118.1790009,26.6380997,118.3130035,26.5611992,118.3130035,26.5611992,26.4050999,118.4469986
174,175,4,金溪2,-1.000000000000000,0.000000000000000,2.000000000000000,3248.608999999999900,174.000000000000000,117.4209976,26.6250000,117.4179993,26.6462994,117.4179993,26.6462994,27.6770000,117.3860016
175,176,2,南山溪,-1.000000000000000,0.000000000000000,2.000000000000000,17739.404999999999000,175.000000000000000,118.3509979,26.6495991,118.3130035,26.5611992,118.3130035,26.5611992,26.4050999,118.4469986
176,177,3,南山溪1,-1.000000000000000,0.000000000000000,0.000000000000000,8029.805000000000300,176.000000000000000,118.4110031,26.6488991,118.3509979,26.6495991,118.3509979,26.6495991,26.5611992,118.3130035
177,178,3,古田溪4,1.000000000000000,1.000000000000000,2.000000000000000,10539.785000000000000,177.000000000000000,118.9150009,26.6704998,118.8759995,26.6221008,118.8759995,26.6221008,26.6110001,118.8099976
178,179,3,古田溪4,1.000000000000000,1.000000000000000,2.000000000000000,4113.837000000000400,178.000000000000000,118.9440002,26.6770000,118.9150009,26.6704998,118.9150009,26.6704998,26.6221008,118.8759995
179,180,4,古田溪7,-1.000000000000000,0.000000000000000,0.000000000000000,6374.863000000000300,179.000000000000000,118.9749985,26.7033005,118.9440002,26.6770000,118.9440002,26.6770000,26.6704998,118.9150009
180,181,4,古田溪6,-1.000000000000000,0.000000000000000,0.000000000000000,5067.487000000000100,180.000000000000000,118.9079971,26.7054996,118.9150009,26.6704998,118.9150009,26.6704998,26.6221008,118.8759995
181,182,5,金溪17,-1.000000000000000,0.000000000000000,0.000000000000000,11234.661000000000000,181.000000000000000,116.6600037,26.6951008,116.7160034,26.7388000,116.7160034,26.7388000,26.7611008,116.8099976
182,183,4,金溪15,1.000000000000000,0.000000000000000,2.000000000000000,293.673000000000000,182.000000000000000,116.7139969,26.7406006,116.7160034,26.7388000,116.7160034,26.7388000,26.7611008,116.8099976
183,184,3,古田溪4,1.000000000000000,1.000000000000000,0.000000000000000,12429.447000000000000,183.000000000000000,118.9629974,26.7462997,118.9440002,26.6770000,118.9440002,26.6770000,26.6704998,118.9150009
184,185,3,南山溪1,-1.000000000000000,0.000000000000000,0.000000000000000,7095.918999999999900,184.000000000000000,118.4879990,26.7206001,118.4629974,26.7483997,118.4629974,26.7483997,26.6495991,118.3509979
185,186,2,南山溪,1.000000000000000,1.000000000000000,2.000000000000000,31199.724999999999000,185.000000000000000,118.4629974,26.7483997,118.3509979,26.6495991,118.3509979,26.6495991,26.5611992,118.3130035
186,187,4,金溪15,1.000000000000000,1.000000000000000,0.000000000000000,37980.754999999997000,186.000000000000000,116.5250015,26.7012997,116.7139969,26.7406006,116.7139969,26.7406006,26.7388000,116.7160034
187,188,4,福银溪,-1.000000000000000,0.000000000000000,0.000000000000000,17650.252000000000000,187.000000000000000,117.5589981,26.6599998,117.5250015,26.7605991,117.5250015,26.7605991,26.7801991,117.5469971
188,189,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,37636.830999999998000,188.000000000000000,116.6800003,26.5751991,116.8099976,26.7611008,116.8099976,26.7611008,26.8187008,116.8359985
189,190,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,25780.730000000000000,189.000000000000000,117.4179993,26.6462994,117.5070038,26.7670002,117.5070038,26.7670002,26.7605991,117.5250015
190,191,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,2019.554000000000100,190.000000000000000,117.5070038,26.7670002,117.5250015,26.7605991,117.5250015,26.7605991,26.7801991,117.5469971
191,192,4,金溪15,-1.000000000000000,0.000000000000000,2.000000000000000,18693.956999999999000,191.000000000000000,116.7160034,26.7388000,116.8099976,26.7611008,116.8099976,26.7611008,26.8187008,116.8359985
192,193,4,官亭溪,-1.000000000000000,0.000000000000000,0.000000000000000,7591.991000000000000,192.000000000000000,118.7070007,26.7537994,118.7460022,26.7723999,118.7460022,26.7723999,26.7061005,118.7860031
193,194,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,3766.905000000000200,193.000000000000000,117.5250015,26.7605991,117.5469971,26.7801991,117.5469971,26.7801991,27.1040993,117.6409988
194,195,3,平湖溪,1.000000000000000,1.000000000000000,0.000000000000000,4478.841000000000300,194.000000000000000,118.7139969,26.7828007,118.7460022,26.7723999,118.7460022,26.7723999,26.7061005,118.7860031
195,196,2,富屯溪,-1.000000000000000,1.000000000000000,2.000000000000000,37325.589000000000000,195.000000000000000,117.9430008,26.7940006,118.0329971,26.5781002,118.0329971,26.5781002,27.8707008,117.9690018
196,197,4,蚊溪,-1.000000000000000,0.000000000000000,0.000000000000000,19640.516000000000000,196.000000000000000,117.6979980,26.6807003,117.7220001,26.7942009,117.7220001,26.7942009,26.7949009,117.7969971
197,198,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,19637.022000000001000,197.000000000000000,117.7969971,26.7949009,117.9430008,26.7940006,117.9430008,26.7940006,26.5781002,118.0329971
